order_item_id,order_id,product_id,quantity,unit_price
494,197,225,3,179.6
495,197,75,2,161.39
496,197,259,3,178.76
497,197,102,3,39.47
498,198,49,2,152.41
499,198,51,2,78.8
500,198,78,1,121.18
501,198,326,3,180.08
502,199,285,1,124.27
503,199,226,3,68.51
504,200,323,2,105.99
505,201,312,2,179.87
506,202,274,3,22.52
507,202,127,2,89.43
508,202,296,1,180.57
509,203,167,1,93.29
510,203,7,2,62.88
511,203,160,3,144.44
512,203,328,2,52.86
513,204,168,2,72.05
514,205,144,2,18.24
515,205,321,1,120.45
516,206,246,3,39.46
517,206,144,3,43.83
518,206,304,2,83.16
519,207,319,1,23.25
520,207,177,2,101.43
521,208,171,1,180.47
522,208,201,1,69.97
523,208,113,3,152.73
524,209,84,2,100.31
525,209,193,2,17.85
526,209,204,2,56.21
527,210,111,1,114.5
528,210,235,1,193.29
529,210,122,2,21.61
530,210,295,1,182.96
531,211,55,1,16.35
532,211,187,3,69.22
533,212,143,3,29.82
534,212,105,3,123.18
535,212,172,1,95.21
536,213,102,3,125.76
537,214,212,3,170.45
538,215,50,1,97.24
539,215,250,1,54.57
540,215,315,3,103.55
541,215,162,2,179.21
542,216,313,2,12.57
543,216,57,2,81.21
544,216,16,1,42.23
545,217,115,1,36.99
546,218,31,2,31.82
547,218,35,3,130.39
548,218,149,2,115.16
549,218,288,1,158.5
550,219,66,2,48.47
551,219,77,1,56.58
552,219,127,1,172.22
553,220,167,1,12.79
554,221,259,2,79.4
555,221,63,1,69.21
556,221,61,3,145.65
557,222,11,3,116.96
558,222,212,2,28.61
559,222,203,1,50.35
560,222,80,3,155.07
561,223,158,3,55.7
562,224,286,1,110.97
563,225,201,1,33.32
564,226,315,1,82.82
565,227,29,2,112.29
566,228,269,1,147.85
567,228,3,3,85.0
568,228,24,2,88.0
569,229,254,1,22.42
570,230,89,2,197.22
571,230,269,2,178.19
572,230,29,1,88.35
573,231,111,3,83.27
574,231,66,1,92.33
575,231,257,3,130.27
576,231,36,2,175.29
577,232,246,3,83.41
578,232,218,2,38.28
579,232,177,3,93.65
580,233,156,3,155.25
581,233,87,1,32.23
582,233,168,3,172.32
583,233,20,1,66.42
584,234,327,3,52.44
585,234,106,3,24.38
586,234,278,3,161.2
587,234,73,2,96.94
588,235,122,2,99.65
589,235,186,1,61.48
590,235,221,3,186.83
591,235,276,1,76.97
592,236,70,1,127.07
593,237,189,2,168.01
594,237,26,1,168.06
595,237,296,1,81.48
596,237,256,2,78.67
597,238,214,3,133.1
598,238,41,3,51.28
599,238,229,2,17.58
600,238,56,3,45.58
601,239,49,1,191.23
602,239,282,3,24.83
603,239,235,2,71.35
604,239,212,2,156.04
605,240,305,1,139.47
606,240,84,2,122.67
607,241,177,1,49.27
608,241,242,3,76.59
609,242,21,2,135.84
610,242,212,2,73.32
611,243,287,1,86.59
612,243,4,2,152.67
613,243,112,1,198.92
614,244,194,2,174.85
615,244,147,2,186.02
616,244,192,1,116.1
617,245,70,3,184.67
618,245,174,2,23.18
619,246,144,3,22.34
620,246,255,2,160.95
621,247,230,2,79.05
622,248,58,1,164.44
623,248,226,2,153.99
624,248,102,2,122.48
625,249,189,1,147.32
626,250,59,2,158.27
627,250,16,2,116.26
628,250,196,3,60.47
629,250,214,1,95.96
630,251,55,3,11.6
631,251,217,1,27.53
632,251,302,2,107.83
633,251,129,3,29.25
634,252,128,1,191.08
635,252,137,2,90.76
636,252,321,2,71.11
637,252,309,1,12.47
638,253,305,1,19.43
639,253,1,1,41.7
640,253,214,3,13.08
641,254,191,2,79.94
642,255,62,3,31.31
643,256,8,3,179.23
644,256,153,2,69.26
645,256,304,2,186.84
646,256,146,1,36.19
647,257,240,3,55.55
648,257,303,3,181.52
649,258,76,2,56.23
650,258,13,3,26.61
651,258,20,2,118.57
652,259,322,2,142.26
653,259,105,2,192.1
654,260,317,3,40.62
655,260,63,2,127.55
656,260,259,3,147.93
657,261,76,1,109.34
658,261,267,1,70.56
659,261,268,1,75.73
660,261,46,2,111.24
661,262,252,3,108.47
662,262,182,1,180.69
663,262,64,3,151.35
664,263,283,1,128.68
665,263,322,1,154.14
666,263,130,3,30.24
667,264,78,1,68.29
668,265,41,1,28.89
669,265,1,3,131.01
670,265,254,2,197.3
671,266,154,2,149.99
672,266,249,1,44.36
673,266,226,3,30.61
674,267,238,2,64.27
675,267,255,2,36.19
676,267,235,1,172.17
677,268,35,2,46.28
678,269,102,3,165.71
679,269,97,2,124.83
680,270,117,2,127.17
681,270,95,1,164.18
682,271,232,2,89.28
683,271,258,3,19.03
684,271,130,1,111.98
685,271,222,1,150.17
686,272,182,2,123.56
687,272,34,2,174.35
688,272,98,3,44.81
689,273,70,3,92.79
690,274,69,1,164.73
691,274,55,2,35.05
692,275,142,2,97.62
693,275,284,1,169.88
694,275,48,1,118.35
695,276,76,2,149.28
696,276,193,2,71.75
697,276,52,1,145.42
698,276,263,3,15.53
699,277,227,3,149.99
700,277,276,1,145.13
701,277,74,2,161.6
702,278,326,2,128.66
703,278,60,1,130.55
704,278,255,1,177.6
705,279,110,2,184.19
706,279,243,3,40.8
707,280,308,3,140.81
708,280,59,1,142.79
709,280,37,3,197.32
710,281,23,1,71.68
711,281,108,1,96.36
712,282,176,3,84.06
713,282,100,1,101.85
714,282,24,3,148.29
715,283,265,2,196.19
716,283,233,3,39.67
717,283,227,3,40.44
718,283,268,2,85.17
719,284,181,1,133.32
720,285,221,3,175.34
721,285,281,1,170.69
722,285,122,1,19.11
723,285,176,3,36.95
724,286,301,2,125.82
725,287,110,3,48.15
726,287,327,1,196.01
727,287,145,1,97.59
728,287,224,3,33.03
729,288,212,1,152.53
730,288,209,3,107.54
731,289,326,1,148.83
732,289,249,1,82.19
733,289,81,2,56.47
734,289,163,3,180.16
735,290,226,3,117.29
736,290,140,3,71.41
737,290,68,3,30.41
738,290,254,1,97.12
739,291,256,1,47.16
740,291,320,3,170.62
741,291,152,3,61.79
742,292,288,3,43.09
743,292,49,2,159.36
744,292,94,2,66.69
745,292,6,3,53.29
746,293,29,1,169.51
747,293,234,2,180.14
748,294,63,3,16.82
749,294,156,1,35.6
750,295,237,1,139.54
751,295,291,3,157.69
752,295,293,1,186.24
753,296,69,1,44.86
754,296,87,1,22.44
755,296,169,3,81.16
756,297,124,2,34.52
757,298,34,1,109.3
758,298,158,1,142.46
759,299,30,3,186.78
760,299,215,1,69.07
761,299,188,2,166.9
762,299,27,2,11.35
763,300,308,3,191.42
764,300,318,3,59.15
765,300,296,3,19.17
766,300,8,1,60.84
767,301,29,3,30.49
768,302,272,2,116.91
769,302,259,3,77.85
770,302,246,3,35.55
771,302,89,3,112.29
772,303,317,2,135.69
773,303,154,3,130.87
774,303,93,2,81.26
775,303,238,2,20.54
776,304,107,3,159.07
777,304,274,2,98.12
778,305,218,3,197.79
779,306,23,1,151.54
780,306,241,1,99.22
781,306,280,2,189.85
782,307,257,2,141.26
783,308,296,3,55.27
784,308,204,1,56.12
785,308,127,2,170.27
786,309,50,3,48.28
787,310,265,3,27.17
788,311,8,3,51.64
789,311,171,2,115.07
790,311,141,3,132.12
791,311,162,3,27.33
792,312,266,2,87.54
793,313,109,1,62.02
794,313,211,2,21.6
795,313,150,2,24.31
796,314,165,1,123.94
797,315,279,2,59.23
798,315,66,2,60.68
799,315,57,1,34.52
800,315,260,3,82.21
801,316,289,1,196.97
802,316,74,3,85.31
803,316,202,3,172.43
804,316,274,1,191.11
805,317,251,2,75.83
806,317,3,3,187.09
807,317,231,2,157.37
808,318,89,1,182.44
809,318,205,1,133.36
810,319,320,1,51.94
811,319,66,3,46.11
812,319,265,2,65.73
813,319,327,1,83.89
814,320,146,3,12.16
815,320,61,3,90.54
816,321,289,2,140.64
817,322,197,1,147.2
818,322,158,3,95.79
819,322,162,1,76.69
820,322,64,2,199.09
821,323,42,3,168.76
822,323,118,2,165.62
823,323,16,3,55.62
824,324,166,3,162.18
825,324,197,3,87.86
826,325,94,2,62.1
827,325,189,3,169.94
828,326,185,1,78.41
829,326,178,3,97.56
830,326,95,3,31.07
831,327,187,2,156.78
832,327,207,2,95.63
833,328,185,1,88.5
834,329,96,2,34.04
835,329,33,3,57.98
836,329,31,1,132.15
837,329,289,2,63.02
838,330,186,2,52.66
839,331,160,2,117.31
840,331,61,1,153.37
841,331,116,3,86.32
842,332,20,1,11.7
843,332,234,1,80.64
844,332,243,1,122.76
845,332,305,3,111.19
846,333,101,2,100.95
847,333,275,2,179.75
848,334,3,1,32.13
849,334,48,3,134.9
850,334,259,1,158.17
851,335,283,1,185.01
852,335,80,3,116.06
853,335,92,3,143.34
854,336,136,2,119.12
855,337,245,1,44.0
856,337,179,2,73.5
857,337,66,1,46.88
858,337,306,1,156.57
859,338,300,2,58.55
860,338,32,3,69.12
861,339,191,2,42.35
862,339,242,2,139.09
863,339,114,2,91.93
864,340,65,2,74.7
865,340,113,2,193.78
866,340,142,3,19.83
867,340,325,2,134.17
868,341,249,1,69.19
869,341,89,1,145.38
870,342,276,2,161.54
871,342,149,1,144.41
872,342,214,2,136.36
873,342,219,3,83.03
874,343,109,2,147.42
875,343,157,3,184.94
876,343,309,2,146.35
877,344,128,1,55.9
878,344,217,3,183.19
879,345,264,3,134.77
880,345,78,3,94.87
881,345,225,2,27.58
882,346,268,2,43.64
883,347,150,1,80.19
884,347,281,2,57.0
885,347,213,3,128.84
886,347,315,1,10.59
887,348,194,2,73.85
888,348,81,2,107.78
889,348,74,1,141.61
890,349,231,3,162.87
891,349,215,3,10.39
892,350,207,1,102.56
893,351,221,1,132.11
894,351,306,1,177.53
895,352,207,2,68.99
896,352,61,1,169.3
897,352,142,3,167.09
898,352,182,1,123.21
899,353,123,1,167.75
900,354,85,2,45.51
901,355,258,3,90.76
902,355,300,2,181.58
903,356,120,3,199.84
904,356,11,1,114.18
905,356,27,2,19.57
906,357,145,2,145.21
907,357,53,3,57.55
908,357,80,3,88.09
909,357,112,3,98.32
910,358,147,2,190.27
911,358,293,2,55.73
912,358,124,1,86.31
913,358,234,3,140.17
914,359,299,3,198.5
915,359,164,3,170.76
916,359,277,2,182.31
917,360,3,3,61.29
918,360,162,1,77.26
919,360,136,2,24.82
920,360,201,1,55.08
921,361,224,3,53.42
922,362,157,3,102.11
923,362,45,3,42.06
924,363,132,1,114.26
925,363,296,3,86.25
926,363,299,3,46.54
927,364,133,1,73.83
928,364,174,1,78.63
929,365,249,3,97.16
930,366,246,1,188.66
931,366,161,2,97.27
932,367,22,2,160.6
933,367,2,2,130.02
934,367,160,3,163.76
935,367,216,2,155.95
936,368,291,2,147.19
937,368,155,1,80.4
938,368,148,3,120.93
939,369,158,1,194.25
940,369,74,2,43.49
941,369,315,2,150.16
942,370,250,3,62.09
943,370,195,1,122.02
944,370,315,2,135.31
945,370,226,1,95.54
946,371,108,1,163.13
947,371,49,3,117.93
948,372,123,1,17.66
949,372,143,1,35.29
950,372,76,1,105.76
951,373,297,3,179.87
952,373,38,3,105.68
953,373,140,1,61.4
954,373,78,1,195.78
955,374,318,2,156.8
956,374,200,1,72.74
957,375,322,2,199.73
958,376,118,3,88.49
959,377,129,1,100.39
960,377,96,1,195.48
961,377,117,3,188.58
962,378,312,2,196.5
963,379,181,3,31.48
964,379,253,1,145.77
965,380,74,1,109.69
966,381,89,1,181.73
967,382,12,1,26.88
968,383,177,1,148.63
969,383,323,1,152.37
970,384,60,2,170.19
971,384,170,1,83.56
972,385,64,2,34.18
973,386,245,3,87.41
974,387,160,3,119.13
975,387,293,2,144.8
976,387,282,3,78.88
977,387,1,3,192.91
978,388,309,2,70.57
979,388,283,3,11.04
980,388,298,2,124.53
981,389,271,3,181.05
982,389,68,3,133.09
983,389,323,1,190.98
984,390,2,1,152.58
985,390,106,1,181.65
986,390,82,2,44.94
987,390,168,1,96.01
988,391,242,1,97.28
989,391,188,1,158.51
990,391,176,1,18.93
991,392,209,3,87.03
992,392,170,2,57.41
993,393,168,3,166.43
994,393,188,3,173.6
995,393,142,2,29.26
996,393,163,1,187.57
997,394,198,2,94.55
998,394,10,1,161.75
999,395,263,3,105.15
1000,395,247,2,104.37
1001,395,167,3,120.13
1002,395,140,2,115.55
1003,396,52,1,168.54
1004,396,78,3,76.17
1005,397,215,1,141.05
1006,397,129,1,167.87
1007,397,31,1,120.19
1008,397,155,1,11.06
1009,398,300,1,160.8
1010,399,67,2,20.06
1011,399,75,2,66.63
1012,399,255,1,83.0
1013,399,207,2,52.36
1014,400,288,2,104.66
1015,400,306,1,72.62
1016,400,148,2,193.01
1017,400,169,1,11.44
1018,401,105,3,36.3
1019,401,248,2,129.82
1020,402,226,3,73.66
1021,403,4,2,63.85
1022,403,116,2,96.08
1023,404,196,3,193.86
1024,404,24,1,190.48
1025,404,153,1,130.86
1026,404,151,1,183.99
1027,405,195,1,52.71
1028,405,284,1,34.02
1029,406,54,1,18.76
1030,407,324,2,109.94
1031,407,260,3,77.73
1032,407,202,1,45.3
1033,408,227,1,55.4
1034,408,290,3,22.87
1035,408,183,3,177.8
1036,409,108,3,137.35
1037,409,2,3,18.81
1038,409,78,2,149.19
1039,410,282,3,74.57
1040,411,200,3,33.09
1041,412,146,3,167.5
1042,412,308,2,107.67
1043,413,117,1,169.31
1044,413,1,1,199.65
1045,413,56,2,66.59
1046,413,2,3,51.59
1047,414,270,2,41.05
1048,415,265,1,104.11
1049,415,223,3,165.26
1050,415,196,3,91.11
1051,416,90,2,10.01
1052,416,35,2,55.85
1053,416,234,3,88.92
1054,416,79,1,88.91
1055,417,59,1,197.26
1056,417,95,2,87.52
1057,418,72,3,92.91
1058,418,204,3,171.24
1059,418,219,1,59.7
1060,418,67,2,161.73
1061,419,176,2,43.5
1062,420,104,1,119.74
1063,420,109,3,48.59
1064,420,204,2,74.6
1065,421,9,1,10.3
1066,422,288,3,68.65
1067,422,119,3,30.21
1068,423,268,1,172.35
1069,423,45,2,197.84
1070,423,114,2,141.34
1071,423,199,1,35.0
1072,424,247,2,172.23
1073,425,231,1,29.33
1074,425,5,2,105.12
1075,425,302,3,148.76
1076,425,33,3,114.19
1077,426,79,2,181.46
1078,426,95,3,83.46
1079,426,104,2,135.53
1080,427,122,3,77.71
1081,428,147,2,138.18
1082,428,227,1,40.74
1083,428,218,2,62.19
1084,429,118,1,30.22
1085,429,6,2,120.39
1086,429,129,3,30.25
1087,430,164,2,131.69
1088,430,287,1,68.58
1089,430,284,2,76.14
1090,431,3,1,133.02
1091,431,279,2,19.83
1092,431,138,1,57.35
1093,432,144,2,91.75
1094,432,145,1,22.9
1095,433,285,2,171.25
1096,433,113,1,50.13
1097,433,249,1,192.16
1098,433,58,3,90.11
1099,434,191,1,78.0
1100,434,170,1,142.32
1101,435,148,1,144.43
1102,435,278,2,164.9
1103,435,45,3,158.8
1104,436,206,3,190.54
1105,436,22,3,97.61
1106,436,288,1,53.04
1107,436,54,1,55.13
1108,437,9,2,25.2
1109,437,298,3,182.49
1110,438,250,3,100.33
1111,438,231,1,159.07
1112,438,209,3,130.48
1113,439,309,3,76.57
1114,439,147,2,47.19
1115,439,159,3,67.53
1116,440,237,1,137.94
1117,440,242,1,39.64
1118,440,148,3,164.92
1119,440,136,1,150.41
1120,441,3,2,177.42
1121,441,121,2,150.24
1122,442,328,2,160.67
1123,442,278,3,93.55
1124,442,239,1,59.17
1125,442,138,1,142.97
1126,443,235,3,125.89
1127,443,41,3,57.71
1128,444,17,3,176.43
1129,445,92,3,105.8
1130,445,272,1,71.84
1131,445,112,2,147.22
1132,446,96,2,36.12
1133,446,120,3,156.11
1134,446,196,1,50.17
1135,447,185,2,193.28
1136,447,94,2,79.89
1137,448,279,1,91.02
1138,448,111,3,14.42
1139,448,158,2,75.54
1140,448,131,2,112.98
1141,449,145,1,76.62
1142,449,124,2,100.06
1143,449,119,3,132.11
1144,450,191,1,156.27
1145,450,282,3,147.7
1146,450,193,1,63.93
1147,451,189,3,181.19
1148,451,272,3,129.86
1149,451,8,2,199.54
1150,452,80,3,127.65
